order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
1073,8,oooooooo,946,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Corynoneura,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,Corynoneura,10,0,15.6522,8,3.4782,9.837835225,20,8,3.4783,9.838118068,yosuke,0
1074,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,29.1667,8,8.3333,23.57013176,31.25,8,6.25,17.67766953,yosuke,0
1075,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,33.3333,8,6.25,17.67766953,33.3333,8,6.25,17.67766953,yosuke,0
1076,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,33.3333,8,6.25,17.67766953,20.8333,8,6.25,17.67766953,yosuke,0
1077,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,33.3333,8,6.25,17.67766953,58.3333,8,14.5834,41.24808413,yosuke,0
1078,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,87.5,8,10.4167,29.46287683,95.8333,8,10.4167,29.46287683,yosuke,0
1079,8,oooooooo,947,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Stempellinella,Tanytarsini,figure 3,abundance,density (no/container),species identity,na,Stempellinella,10,0,87.5,8,10.4167,29.46287683,95.8333,8,18.7497,53.03216006,yosuke,0
1080,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,46.4789,8,16.9014,47.80437821,42.2535,8,12.6761,35.85342508,yosuke,0
1081,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,219.718,8,16.902,47.80607526,190.141,8,21.127,59.75617986,yosuke,0
1082,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,219.718,8,16.902,47.80607526,130.986,8,12.676,35.85314223,yosuke,0
1083,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,219.718,8,16.902,47.80607526,118.31,8,12.676,35.85314223,yosuke,0
1084,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,29.5775,8,12.676,35.85314223,25.3521,8,8.4507,23.9021891,yosuke,0
1085,8,oooooooo,948,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,other Orthocladiinae,Orthocladiinae,figure 3,abundance,density (no/container),species identity,na,other Orthocladiinae,10,0,29.5775,8,12.676,35.85314223,21.1268,8,4.2253,11.95095313,yosuke,0
1086,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,2.38298,8,0.29787,0.842503588,1.3617,8,0.29787,0.842503588,yosuke,0
1087,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,0.468085,8,0.170213,0.481435066,1.06383,8,0.42553,1.203580594,yosuke,0
1088,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,0.468085,8,0.170213,0.481435066,0.765957,8,0.468083,1.323938654,yosuke,0
1089,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,0.468085,8,0.170213,0.481435066,0.0851064,8,0.0425536,0.120359756,yosuke,0
1090,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,0.723404,8,0.170213,0.481435066,0.12766,8,0,0,yosuke,0
1091,8,oooooooo,949,Walde,sandra ,j,sj,Davies,ronald,w,rw,Ecology,ecology,1984,WaDa84Ec,462,p,51,-114,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 3,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,0,0.723404,8,0.170213,0.481435066,0.680851,8,0.212766,0.601793126,yosuke,0
1092,8,pppppppp,950,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27223,540,1,0.913838,6,0.277802,0.68047315,0.599478,6,0.328982,0.805838035,yosuke,0
1093,8,pppppppp,951,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27265,540,1,0.0438642,6,0.0657968,0.161168587,0.270496,6,0.197389,0.483502331,yosuke,0
1094,8,pppppppp,952,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27294,540,1,0.0438642,6,0.1169718,0.286521224,0.2047,6,0.10235,0.250705275,yosuke,0
1095,8,pppppppp,953,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27321,540,1,2.47833,6,0.98695,2.417523902,0.921149,6,0.592167,1.450506993,yosuke,0
1096,8,pppppppp,954,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27394,540,1,2.47102,6,-0.5483,-1.343055226,1.88616,6,0.5483,1.343055226,yosuke,1
1097,8,pppppppp,955,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27470,540,1,1.28668,6,0.87729,2.148912856,0.402089,6,0.277807,0.680485397,yosuke,0
1098,8,pppppppp,956,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27513,540,1,1.39634,6,1.38904,3.402439232,0.2047,6,0.204699,0.501408101,yosuke,0
1099,8,pppppppp,957,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27545,540,1,0.482507,6,0.233943,0.573040979,2.68303,6,1.52794,3.742673358,yosuke,0
1100,8,pppppppp,958,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27580,540,1,0.270496,6,0.2558746,0.626762208,0.387467,6,0.219322,0.537226989,yosuke,0
1101,8,pppppppp,959,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27607,540,1,0.709138,6,0.343602,0.841649575,0.263185,6,0.124282,0.304427484,yosuke,0
1102,8,pppppppp,960,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27635,540,1,0.548303,6,0.255875,0.626763188,0.372846,6,0.146214,0.358149693,yosuke,0
1103,8,pppppppp,961,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27666,540,1,0.0365535,6,0.0365535,0.089537423,0.10235,6,0.051175,0.125352638,yosuke,0
1104,8,pppppppp,962,Reice,seth,r,sr,,,,,Journal of the North American Benthological Society,j_n_am_benthol_soc,1991,Re91Jo,364,p,35.9,-79,lo,field,f,f,v,v,Semotilus atromaculatus & Clinostomus funduloides,fish,Allocapnia sp.,leaf-shredding stonefly,figure 4b,abundance,number of individuals,temporal,na,27732,540,1,1.08198,6,0.64335,1.575879226,0.146214,6,0.0657962,0.161167117,yosuke,0
1105,8,qqqqqqqq,963,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,28306,10,1,183.607,5,16.393,36.65586236,90.1639,5,15.5741,34.82474629,yosuke,0
1106,8,qqqqqqqq,963,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,28306,10,1,126.23,5,13.934,31.1573712,96.7213,5,32.7867,73.31328996,yosuke,0
1107,8,qqqqqqqq,964,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,28641,10,1,104.918,5,10.656,23.82754037,87.7049,5,4.9181,10.99720592,yosuke,0
1108,8,qqqqqqqq,964,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,28641,10,1,85.2459,5,3.2787,7.331396078,53.2787,5,6.5574,14.66279216,yosuke,0
1109,8,qqqqqqqq,965,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,29036,10,1,95.082,5,5.738,12.83055805,50.8197,5,8.1967,18.32837839,yosuke,0
1110,8,qqqqqqqq,965,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),temporal,na,29036,10,1,57.377,5,8.1968,18.328602,51.6393,5,4.0984,9.164300999,yosuke,0
1111,8,rrrrrrrr,966,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,28306,10,1,2.33333,5,0.53704,1.200857947,1.33333,5,0.33334,0.7453709,yosuke,0
1112,8,rrrrrrrr,966,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,28306,10,1,2.03704,5,0.38889,0.869584476,1.42593,5,0.59259,1.325071523,yosuke,0
1113,8,rrrrrrrr,967,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,28641,10,1,0.722222,5,0.314818,0.703954449,0.740741,5,0.296299,0.662544706,yosuke,0
1114,8,rrrrrrrr,967,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,28641,10,1,0.148148,5,,0,0.148148,5,,0,yosuke,0
1115,8,rrrrrrrr,968,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,29036,10,1,4.12963,5,1.18518,2.650143046,1.07407,5,0.62963,1.407895481,yosuke,0
1116,8,rrrrrrrr,968,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),temporal,na,29036,10,1,0.592593,5,0.388888,0.869580004,0.759259,5,0.703701,1.573523272,yosuke,0
1117,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,183.607,5,16.393,36.65586236,90.1639,5,15.5741,34.82474629,yosuke,0
1118,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,126.23,5,13.934,31.1573712,96.7213,5,32.7867,73.31328996,yosuke,0
1119,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,104.918,5,10.656,23.82754037,87.7049,5,4.9181,10.99720592,yosuke,0
1120,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,85.2459,5,3.2787,7.331396078,53.2787,5,6.5574,14.66279216,yosuke,0
1121,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,95.082,5,5.738,12.83055805,50.8197,5,8.1967,18.32837839,yosuke,0
1122,8,ssssssss,969,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Orthocladiinae,Orthocladiinae,figure 2,abundance,density (no/container),species identity,na,Orthocladiinae,10,1,57.377,5,8.1968,18.328602,51.6393,5,4.0984,9.164300999,yosuke,0
1123,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,2.33333,5,0.53704,1.200857947,1.33333,5,0.33334,0.7453709,yosuke,0
1124,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,2.03704,5,0.38889,0.869584476,1.42593,5,0.59259,1.325071523,yosuke,0
1125,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,0.722222,5,0.314818,0.703954449,0.740741,5,0.296299,0.662544706,yosuke,0
1126,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,0.148148,5,,0,0.148148,5,,0,yosuke,0
1127,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,4.12963,5,1.18518,2.650143046,1.07407,5,0.62963,1.407895481,yosuke,0
1128,8,ssssssss,970,Walde,sandra ,j,sj,,,,,Oecologia,oecologia,1986,Wa86Oe,461,p,51.25,-114.3877,lo,field,ai,ai,i,i,Kogotus nonus,stonefly,Baetis tricaudatus,ephemenoptera,figure 2,abundance,density (no/container),species identity,na,Baetis tricaudatus,10,1,0.592593,5,0.388888,0.869580004,0.759259,5,0.703701,1.573523272,yosuke,0
1129,8,tttttttt,971,Cheney,karen,l,kl,Etal,,,,Behavioral Ecology,behav_ecol,2008,ChEt08Be,74,p,-27.4,153,m,outdoor_tanks,f,f,v,v,Epibulus insidiator,piscivore fish,Plagiotremus rhinorhynchos,fish,figure 1,feeding_rate,number of chases per 30 min,species identity,na,Plagiotremus rhinorhynchos,,1,9.67273,12,2.10907,7.306032793,2.76364,12,1.23636,4.282876673,yosuke,0
1130,8,tttttttt,972,Cheney,karen,l,kl,Etal,,,,Behavioral Ecology,behav_ecol,2008,ChEt08Be,74,p,-27.4,153,m,outdoor_tanks,f,f,v,v,Epibulus insidiator,piscivore fish,Plagiotremus tapeinosoma,fish,figure 1,feeding_rate,number of chases per 30 min,species identity,na,Plagiotremus tapeinosoma,,1,7.78182,8,1.52727,4.319771895,2.87273,8,1.12727,3.188401045,yosuke,0
1131,8,tttttttt,973,Cheney,karen,l,kl,Etal,,,,Behavioral Ecology,behav_ecol,2008,ChEt08Be,74,p,-27.4,153,m,outdoor_tanks,f,f,v,v,Epibulus insidiator,piscivore fish,Thalassoma amblycephalum,fish,figure 1,feeding_rate,number of chases per 30 min,species identity,na,Thalassoma amblycephalum,,1,2.69091,8,1.09091,3.085559435,1.45455,8,1.05454,2.98268954,yosuke,0
1132,8,uuuuuuuu,974,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Hydropsychidae,caddisfly,figure 9,abundance,10^3 prey per compartment,species identity,na,Hydropsychidae,24,1,0.264151,2,0.226415,0.320199164,0.188679,2,0.226415,0.320199164,yosuke,0
1133,8,uuuuuuuu,974,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Hydropsychidae,caddisfly,figure 9,abundance,10^3 prey per compartment,species identity,na,Hydropsychidae,24,1,0.150943,2,0.150944,0.213467052,0.150943,2,0.18868,0.213467052,yosuke,0
1134,8,uuuuuuuu,975,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Simuliidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Simuliidae,24,1,1.12727,2,0.21818,0.308553115,0.654545,2,0.29091,0.308553115,yosuke,0
1135,8,uuuuuuuu,975,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Simuliidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Simuliidae,24,1,0.145455,2,0.10909,0.154276558,0.145455,2,0.145454,0.154276558,yosuke,0
1136,8,uuuuuuuu,975,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Simuliidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Simuliidae,24,1,0.290909,2,0.145455,0.205704434,0.145455,2,0.145454,0.205704434,yosuke,0
1137,8,uuuuuuuu,975,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Simuliidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Simuliidae,24,1,0.290909,2,0.218182,0.308555943,0.0727273,2,0.0727277,0.308555943,yosuke,0
1138,8,uuuuuuuu,976,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Chironomidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Chironomidae,24,1,0.555556,2,0.222222,0.314269366,0.259259,2,0.185185,0.314269366,yosuke,0
1139,8,uuuuuuuu,976,Schlosser,isaac,j,ij,Ebel,kenneth ,k,kk,Ecological Monographs,ecol_monogr,1989,ScEb89Ec,400,p,47.2,-95.2,lo,field,f,f,v,v,Cyprinid,fish,Chironomidae,fly ,figure 9,abundance,10^3 prey per compartment,species identity,na,Chironomidae,24,1,0.592593,2,0.222222,0.314269366,0.407407,2,0.222223,0.314269366,yosuke,0
